Material,Quantity per assembly,Daily demand,Replanishment Days,Cycle inventory (theorical),Safety Stock,Safety Stock (Theorical),Safety Stock in Days,Lot Size Calculado,Kanban Calculado,Business Unit,Supply Area (ZC_MKAL),Área da Fábrica,Package Type,Container Quantity,Package coverage in days,Packages used in a day,Part number Weight (kg),Total weight (parts + package),Nº of Operations,Data
CXT18674,2,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81FL110PA,Montagem CANA,Bandejão,16,"1,3333333333333333","0,75","2,253","141,93900000000002",6,2022-01-08
CXT19070,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS030PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","4,5","144,0",6,2022-01-11
CXT19163,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL110PA,Montagem CANA,Bandejão,30,"5,0","0,2","1,11","35,52",6,2022-01-11
CXT19493,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S01D0PA,Solda CANA,Embalagem Especial,48,"8,0","0,125","10,131","192,489",2,2022-01-11
CXT19493,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S01D0PA,Solda CANA,Embalagem Especial,48,"8,0","0,125","10,131","192,489",2,2022-05-06
CXT19493,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S01D0PA,Solda CANA,Embalagem Especial,48,"8,0","0,125","10,131","192,489",2,2022-02-15
CXT19660,1,5,5,25,"0,05",2,"0,3333333333333333",27,2,ARIES,C81PA110PA,Montagem CANA,Bandejão,18,"3,0","0,2777777777777778","1,518","40,986",6,2021-07-29
CXT20160,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL310PA,Montagem CANA,Bandejão,18,"3,0","0,3333333333333333","6,193","198,176",6,2022-02-03
CXT20160,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL310PA,Montagem CANA,Bandejão,18,"3,0","0,3333333333333333","6,193","198,176",6,2021-07-29
CXT20603,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS030PA,Montagem CANA,Bandejão,25,"4,166666666666667","0,24","3,824","122,368",5,2022-04-25
CXT20603,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS030PA,Montagem CANA,Bandejão,25,"4,166666666666667","0,24","3,824","122,368",5,2022-02-07
CXT20685,1,6,4,24,"0,05",2,"0,3333333333333333",26,2,ARIES,C51S1200PA,Solda CANA,Container Grande,40,"6,666666666666667","0,15","17,901","535,4259999999999",3,2022-05-03
CXT20991,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL230PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","1,907","61,024",5,2022-04-06
CXT20991,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL230PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","1,907","61,024",5,2022-01-05
CXT20991,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL230PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","1,907","61,024",5,2022-01-19
CXT21025,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81PA110PA,Montagem CANA,Bandejão,40,"6,666666666666667","0,15","5,559","177,888",5,2022-05-02
CXT21025,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81PA110PA,Montagem CANA,Bandejão,40,"6,666666666666667","0,15","5,559","177,888",5,2022-01-06
CXT21041,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S16A0PA,Solda CANA,Bandejão,40,"6,666666666666667","0,15","1,043","19,817",2,2022-01-19
CXT21505,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS040PA,Montagem CANA,,15,"2,5","0,4","7,24","281,68",6,2022-01-21
CXT21505,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS040PA,Montagem CANA,,15,"2,5","0,4","7,24","281,68",6,2022-01-26
CXT21505,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS040PA,Montagem CANA,,15,"2,5","0,4","7,24","281,68",6,2022-02-23
CXT21505,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS040PA,Montagem CANA,,15,"2,5","0,4","7,24","281,68",6,2022-01-08
CXT21505,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS040PA,Montagem CANA,,15,"2,5","0,4","7,24","281,68",6,2021-07-30
CXT21785,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S01D0PA,Solda CANA,Bandejão,22,"3,6666666666666665","0,2727272727272727","5,482","104,158",2,2022-02-08
CXT21871,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S16A0PA,Solda CANA,Embalagem Especial,28,"4,666666666666667","0,21428571428571427","19,528","371,032",2,2022-01-31
CXT21871,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S16A0PA,Solda CANA,Embalagem Especial,28,"4,666666666666667","0,21428571428571427","19,528","371,032",2,2022-02-05
CXT21872,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S16A0PA,Solda CANA,Embalagem Especial,28,"4,666666666666667","0,21428571428571427","19,532","371,108",2,2022-02-05
CXT22793,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS070PA,Montagem CANA,KLT Média,30,"5,0","0,2","0,39","14,08",6,2022-01-04
CXT22793,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS070PA,Montagem CANA,KLT Média,30,"5,0","0,2","0,39","14,08",6,2022-01-04
CXT22798,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S01A0PA,Solda CANA,Embalagem Especial,16,"2,6666666666666665","0,375","19,215","365,085",2,2022-01-13
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-19
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-07
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-03
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-19
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-04-04
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-05
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-18
CXT22815,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2021-07-30
CXT22976,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81PA090PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","0,917","29,344",6,2022-02-01
CXT22992,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-01-28
CXT22992,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,12,"2,0","0,5","3,245","103,84",6,2022-02-01
CXT23219,1,6,2,12,"0,05",1,"0,16666666666666666",13,2,ARIES,C51S01E0PA,Solda CANA,Bandejão,25,"4,166666666666667","0,24","5,664","73,63199999999999",1,2022-01-24
CXT23683,2,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81MS020PA,Montagem CANA,Bandejão,30,"2,5","0,4","1,861","117,243",5,2022-04-05
CXT23683,2,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81MS020PA,Montagem CANA,Bandejão,30,"2,5","0,4","1,861","117,243",5,2022-02-03
CXT23683,2,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81MS020PA,Montagem CANA,Bandejão,30,"2,5","0,4","1,861","117,243",5,2022-02-04
CXT26545,1,6,4,24,"0,05",2,"0,3333333333333333",26,2,ARIES,C51S1700NA,Solda CANA,Embalagem Especial,20,"3,3333333333333335","0,3","24,543","638,1179999999999",3,2022-02-22
CXT28718,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S1700PA,Solda CANA,Embalagem Especial,20,"3,3333333333333335","0,3","27,042","513,798",2,2022-03-23
CXT28722,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S1700PA,Solda CANA,Embalagem Especial,20,"3,3333333333333335","0,3","27,042","513,798",2,2022-02-12
CXT28768,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,LIBRA E ARIES,C81PA090PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","1,923","61,536",6,2021-08-02
CXT29303,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81FL340PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","0,875","28,0",6,2021-08-03
CXT29724,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS050PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","6,566","210,112",5,2022-03-16
CXT29724,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS050PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","6,566","210,112",5,2022-02-23
CXT29931,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,16,"2,6666666666666665","0,375","1,272","40,704",6,2022-05-05
CXT31098,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,16,"2,6666666666666665","0,375","1,272","40,704",6,2022-05-05
CXT31144,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S0900PA,Solda CANA,Bandejão,45,"7,5","0,13333333333333333","1,414","26,866",2,2022-02-18
CXT31236,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C51S1400PA,Solda CANA,Embalagem Especial,50,"8,333333333333334","0,12","19,469","623,008",4,2022-02-09
CXT31236,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C51S1400PA,Solda CANA,Embalagem Especial,50,"8,333333333333334","0,12","19,469","623,008",4,2022-05-05
CXT32034,2,12,3,36,"0,05",2,"0,3333333333333333",38,2,ARIES,C51S1900PA,Solda CANA,Bandejão,20,"1,6666666666666667","0,6","1,45","55,1",2,2022-03-01
CXT32178,40,240,3,720,"0,05",36,"6,0",756,2,ARIES,C51S0300PA,Solda CANA,Container Grande,500,"2,0833333333333335","0,48","1,093","896,308",2,2022-03-14
CXT32687,6,36,5,180,"0,05",9,"1,5",189,2,ARIES,C81PA010PA,Montagem CANA,Bandejão,50,"1,3888888888888888","0,72","2,078","392,74199999999996",5,2021-08-03
CXT33147,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS030PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","2,372","75,904",6,2022-03-15
CXT33147,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,ARIES,C81MS030PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","2,372","75,904",6,2022-03-22
CXT33273,3,18,5,90,"0,05",5,"0,8333333333333334",95,2,LIBRA E ARIES,C81PA070PA,Montagem CANA,Container Grande,40,"2,2222222222222223","0,45","8,454","873,1300000000001",5,2022-02-07
CXT33273,3,18,5,90,"0,05",5,"0,8333333333333334",95,2,LIBRA E ARIES,C81PA070PA,Montagem CANA,Container Grande,40,"2,2222222222222223","0,45","8,454","873,1300000000001",5,2021-08-03
CXT33429,1,6,3,18,"0,05",1,"0,16666666666666666",19,2,ARIES,C51S0900PA,Solda CANA,Embalagem Especial,20,"3,3333333333333335","0,3","12,268","233,092",2,2022-03-08
CXT35157,1,6,5,30,"0,05",2,"0,3333333333333333",32,2,LIBRA E ARIES,C81PA060PA,Montagem CANA,,25,"4,166666666666667","0,24","5,286","219,152",6,2022-03-10
CXT11435,4,24,5,120,"0,05",6,"1,0",126,2,ARIES,,,,0,"0,0","0,0","0,165","20,790000000000003",6,2022-01-25
CB01489225,2,4,3,12,"0,05",1,"0,16666666666666666",13,2,ARIES,C51S1900PA,Solda CANA,Embalagem Especial,50,"4,166666666666667","0,08","11,814","153,582",2,2022-01-11
CB01490765,2,4,5,20,"0,05",1,"0,16666666666666666",21,2,ARIES,C81MS020PA,Montagem CANA,Embalagem Especial,20,"1,6666666666666667","0,2","0,858","18,018",5,2022-02-05
CXT13887,1,2,3,6,"0,05",1,"0,16666666666666666",7,2,ARIES,C51S01E0PA,Solda CANA,Bandejão,40,"6,666666666666667","0,05","12,403","86,821",2,2022-02-01
CXT15676,1,2,5,10,"0,05",1,"0,16666666666666666",11,2,ARIES,C81MS090PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,1","0,974","10,714",6,2022-05-03
CXT16123,1,2,5,10,"0,05",1,"0,16666666666666666",11,2,ARIES,C81MS020PA,Montagem CANA,Bandejão,60,"10,0","0,03333333333333333","0,884","9,724",6,2022-01-14
CXT16459,1,2,2,4,"0,05",1,"0,16666666666666666",5,2,ARIES,C51S01E0PA,Solda CANA,KLT Pequena,18,"3,0","0,1111111111111111","0,72","4,3",1,2022-01-17
CXT20813,2,4,5,20,"0,05",1,"0,16666666666666666",21,2,ARIES,C81MS020PA,Montagem CANA,Bandejão,20,"1,6666666666666667","0,2","1,715","36,015",5,2022-03-30
CXT32222,6,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81PA010PA,Montagem CANA,Bandejão,20,"0,5555555555555556","0,6","3,653","230,139",5,2022-03-15
CXT32222,6,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81PA010PA,Montagem CANA,Bandejão,20,"0,5555555555555556","0,6","3,653","230,139",5,2022-02-24
CXT32222,6,12,5,60,"0,05",3,"0,5",63,2,ARIES,C81PA010PA,Montagem CANA,Bandejão,20,"0,5555555555555556","0,6","3,653","230,139",5,2022-02-10
CB01433375,1,2,2,4,"0,05",1,"0,16666666666666666",5,2,ARIES,C51S01E0PA,Solda CANA,Bandejão,360,"60,0","0,005555555555555556","0,568","2,84",1,2022-02-08
CB01441756,2,4,5,20,"0,05",1,"0,16666666666666666",21,2,ARIES,C81MS060PA,Montagem CANA,Bandejão,30,"2,5","0,13333333333333333","1,46","30,66",6,2022-04-02
CB01514544,1,2,4,8,"0,05",1,"0,16666666666666666",9,2,ARIES,C81MS070PA,Montagem CANA,KLT Média,12,"2,0","0,16666666666666666","1,029","10,860999999999999",3,2022-02-04
CXT12573,1,2,3,6,"0,05",1,"0,16666666666666666",7,2,ARIES,C51S01E0PA,Solda CANA,Bandejão,24,"4,0","0,08333333333333333","8,008","56,056",2,2022-02-02
CXT12573,1,2,3,6,"0,05",1,"0,16666666666666666",7,2,ARIES,C51S01E0PA,Solda CANA,Bandejão,24,"4,0","0,08333333333333333","8,008","56,056",2,2022-02-08
CXT13016,1,2,3,6,"0,05",1,"0,16666666666666666",7,2,ARIES,C51S0100PA,Solda CANA,Bandejão,90,"15,0","0,022222222222222223","2,659","18,613",2,2022-05-04
CB01422986,12,36,5,180,"0,05",9,"3,0",189,2,LIBRA,C81FL110PA,Montagem CANA,Bandejão,50,"1,3888888888888888","0,72","1,054","199,20600000000002",5,2022-03-02
CB01422986,12,36,5,180,"0,05",9,"3,0",189,2,LIBRA,C81FL110PA,Montagem CANA,Bandejão,50,"1,3888888888888888","0,72","1,054","199,20600000000002",5,2022-03-10
CB01422986,12,36,5,180,"0,05",9,"3,0",189,2,LIBRA,C81FL110PA,Montagem CANA,Bandejão,50,"1,3888888888888888","0,72","1,054","199,20600000000002",5,2022-05-05
CXT20280,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1900PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","6,485","64,85000000000001",2,2022-04-04
CXT24325,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S02B0PA,Solda CANA,Bandejão,96,"32,0","0,03125","1,692","16,919999999999998",2,2022-02-21
CXT24345,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL230PA,Montagem CANA,KLT Pequena,20,"3,3333333333333335","0,3","0,337","11,484",5,2022-02-23
CXT24345,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL230PA,Montagem CANA,KLT Pequena,20,"3,3333333333333335","0,3","0,337","11,484",5,2022-02-24
CXT24399,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS030PA,Montagem CANA,Embalagem Especial,20,"6,666666666666667","0,15","3,08","49,28",5,2022-02-28
CXT24768,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,30,"10,0","0,1","0,936","14,976",6,2022-02-28
CXT24782,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA110PA,Montagem CANA,KLT Grande,4,"0,6666666666666666","1,5","2,338","78,516",6,2022-02-21
CXT24782,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA110PA,Montagem CANA,KLT Grande,4,"0,6666666666666666","1,5","2,338","78,516",6,2022-02-25
CXT24782,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA110PA,Montagem CANA,KLT Grande,4,"0,6666666666666666","1,5","2,338","78,516",6,2022-01-14
CXT24782,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA110PA,Montagem CANA,KLT Grande,4,"0,6666666666666666","1,5","2,338","78,516",6,2022-02-17
CXT24782,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA110PA,Montagem CANA,KLT Grande,4,"0,6666666666666666","1,5","2,338","78,516",6,2022-03-17
CXT24811,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS070PA,Montagem CANA,Container Especial Grande,20,"6,666666666666667","0,15","11,631","256,096",6,2022-02-17
CXT24811,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS070PA,Montagem CANA,Container Especial Grande,20,"6,666666666666667","0,15","11,631","256,096",6,2022-02-17
CXT25899,0,0,5,0,"0,05",0,"0,0",0,0,LIBRA,C81FL310PA,Montagem CANA,Bandejão,16,"0,0","0,0","4,041","0,0",6,2022-02-09
CXT25936,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA100PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","1,652","26,432",5,2022-02-10
CXT26029,0,0,5,0,"0,05",0,"0,0",0,0,LIBRA,C81MS010PA,Montagem CANA,Bandejão,20,"0,0","0,0","9,578","0,0",6,2022-02-21
CXT26048,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS070PA,Montagem CANA,Bandejão,18,"6,0","0,16666666666666666","0,816","13,056",6,2022-02-08
CXT26132,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL250PA,Montagem CANA,KLT Pequena,15,"5,0","0,2","0,176","3,516",6,2022-03-10
CXT26409,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS090PA,Montagem CANA,Embalagem Especial,20,"3,3333333333333335","0,3","1,598","51,136",5,2022-03-22
CXT26634,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA070PA,Montagem CANA,Embalagem Especial,20,"3,3333333333333335","0,3","0,998","31,936",5,2022-03-11
CXT27169,1,3,4,12,"0,05",1,"0,3333333333333333",13,2,LIBRA,C51S01A0PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","51,319","667,147",3,2022-02-07
CXT27239,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,KLT Pequena,20,"3,3333333333333335","0,3","0,217","7,644",6,2022-01-19
CXT27239,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,KLT Pequena,20,"3,3333333333333335","0,3","0,217","7,644",6,2022-02-03
CXT27780,1,3,2,6,"0,05",1,"0,3333333333333333",7,2,LIBRA,C51S1800PA,Solda CANA,Bandejão,378,"126,0","0,007936507936507936","0,473","3,311",1,2022-03-17
CXT27810,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS070PA,Montagem CANA,Bandejão,15,"2,5","0,4","1,542","49,344",6,2022-02-23
CXT27810,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS070PA,Montagem CANA,Bandejão,15,"2,5","0,4","1,542","49,344",6,2022-03-16
CXT27841,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS030PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","7,515","120,24",6,2022-02-23
CXT27917,1,3,4,12,"0,05",1,"0,3333333333333333",13,2,LIBRA,C51S1900PA,Solda CANA,Bandejão,36,"12,0","0,08333333333333333","1,842","23,946",3,2022-02-24
CXT28318,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL250PA,Montagem CANA,KLT Pequena,30,"10,0","0,1","0,122","2,652",6,2022-02-07
CXT28692,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,KLT Pequena,30,"5,0","0,2","0,176","6,332",5,2022-03-10
CXT28692,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,KLT Pequena,30,"5,0","0,2","0,176","6,332",5,2022-03-18
CXT28692,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,KLT Pequena,30,"5,0","0,2","0,176","6,332",5,2022-05-03
CXT28692,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,KLT Pequena,30,"5,0","0,2","0,176","6,332",5,2022-01-18
CXT29018,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS090PA,Montagem CANA,Bandejão,20,"3,3333333333333335","0,3","2,97","95,04",5,2022-02-28
CXT29382,4,12,5,60,"0,05",3,"1,0",63,2,LIBRA,C81FL120PA,Montagem CANA,Bandejão,25,"2,0833333333333335","0,48","2,929","184,527",5,2022-03-22
CXT29636,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL110PA,Montagem CANA,Bandejão,14,"2,3333333333333335","0,42857142857142855","6,64","212,48",6,2022-01-12
CXT29636,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL110PA,Montagem CANA,Bandejão,14,"2,3333333333333335","0,42857142857142855","6,64","212,48",6,2022-02-09
CXT29682,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS030PA,Montagem CANA,Bandejão,30,"5,0","0,2","2,339","74,848",6,2022-02-21
CXT29683,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA120PA,Montagem CANA,Container Médio,30,"5,0","0,2","1,971","93,072",6,2022-02-21
CXT29710,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL230PA,Montagem CANA,Bandejão,18,"6,0","0,16666666666666666","1,613","25,808",6,2022-03-15
CXT29785,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1600PA,Solda CANA,Bandejão,12,"4,0","0,25","5,097","50,970000000000006",2,2022-03-14
CXT29972,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL250PA,Montagem CANA,Bandejão,18,"6,0","0,16666666666666666","1,734","27,744",6,2022-02-21
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-02-25
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-03-01
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-03-01
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-03-10
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-03-16
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-02-21
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-03-09
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-03-15
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-02-08
CXT30038,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL220PA,Montagem CANA,KLT Pequena,60,"20,0","0,05","0,067","1,772",6,2022-02-11
CXT30422,24,72,5,360,"0,05",18,"6,0",378,2,LIBRA,C81PA040PA,Montagem CANA,Bandejão,750,"10,416666666666666","0,096","0,474","179,172",5,2022-03-14
CXT30576,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA080PA,Montagem CANA,KLT Pequena,42,"2,3333333333333335","0,42857142857142855","0,104","10,579999999999998",6,2022-02-17
CXT30576,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA080PA,Montagem CANA,KLT Pequena,42,"2,3333333333333335","0,42857142857142855","0,104","10,579999999999998",6,2022-03-04
CXT30683,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1900PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","27,62","276,2",2,2022-02-07
CXT30684,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1900PA,Solda CANA,Bandejão,9,"3,0","0,3333333333333333","2,425","24,25",2,2022-01-05
CXT30685,1,3,4,12,"0,05",1,"0,3333333333333333",13,2,LIBRA,C51S1900PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","14,243","185,159",3,2022-03-21
CXT30687,2,6,3,18,"0,05",1,"0,3333333333333333",19,2,LIBRA,C51S1900PA,Solda CANA,Bandejão,10,"1,6666666666666667","0,6","1,76","33,44",2,2022-02-22
CXT30689,2,6,3,18,"0,05",1,"0,3333333333333333",19,2,LIBRA,C51S1900PA,Solda CANA,Bandejão,10,"1,6666666666666667","0,6","1,76","33,44",2,2022-03-22
