Material,Quantity per assembly,Daily demand,Replanishment Days,Cycle inventory (theorical),Safety Stock,Safety Stock (Theorical),Safety Stock in Days,Lot Size Calculado,Kanban Calculado,Business Unit,Supply Area (ZC_MKAL),Área da Fábrica,Package Type,Container Quantity,Package coverage in days,Packages used in a day,Part number Weight (kg),Total weight (parts + package),Nº of Operations,Data
KK16895,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-25
KK16895,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-05-04
KK22263,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5000PA,Solda PV,Bandejão,100,"3,5714285714285716","0,28","0,0","0,0",2,2022-01-14
KK22263,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5000PA,Solda PV,Bandejão,100,"3,5714285714285716","0,28","0,0","0,0",2,2022-02-14
KK23956,4,56,2,112,"0,05",6,"0,42857142857142855",118,2,PV,C52S5600PA,Solda PV,KLT Pequena,50,"0,8928571428571429","1,12","0,0","0,7",1,2022-02-25
KK23956,4,56,2,112,"0,05",6,"0,42857142857142855",118,2,PV,C52S5600PA,Solda PV,KLT Pequena,50,"0,8928571428571429","1,12","0,0","0,7",1,2022-01-21
KK24261,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82FL130PA,Montagem PV,KLT Pequena,16,"1,1428571428571428","0,875","0,0","0,7",6,2022-02-09
KK33094,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS030PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,3888888888888889","2,156","159,544",6,2022-01-21
KK33094,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS030PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,3888888888888889","2,156","159,544",6,2022-03-15
KK35850,1,14,3,42,"0,05",3,"0,21428571428571427",45,2,PV,C52S5900PA,Solda PV,Bandejão,50,"3,5714285714285716","0,28","3,368","151,56",2,2022-01-27
KK36710,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,RIP_PIN_01,Montagem PV,Bandejão,19,"1,3571428571428572","0,7368421052631579","10,891","805,934",5,2021-08-07
KK36715,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS080PA,Montagem PV,Bandejão,60,"4,285714285714286","0,23333333333333334","2,555","189,07000000000002",6,2022-04-29
KK36747,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82FL240PA,Montagem PV,KLT Grande,30,"1,0714285714285714","0,9333333333333333","0,194","32,218",6,2022-01-04
KK37065,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,100,"3,5714285714285716","0,28","20,594","1832,8660000000002",2,2022-03-15
KK38439,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,KLT Média,16,"1,1428571428571428","0,875","0,808","61,392",6,2022-01-27
KK38439,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,KLT Média,16,"1,1428571428571428","0,875","0,808","61,392",6,2022-01-21
KK38545,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA030PA,Montagem PV,Bandejão,50,"3,5714285714285716","0,28","0,99","73,26",6,2022-01-12
KK38687,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA030PA,Montagem PV,Bandejão,50,"3,5714285714285716","0,28","0,983","72,742",6,2022-01-12
KK38687,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA030PA,Montagem PV,Bandejão,50,"3,5714285714285716","0,28","0,983","72,742",6,2022-02-17
KK39313,1,14,3,42,"0,05",3,"0,21428571428571427",45,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,35,"2,5","0,4","17,389","782,505",2,2022-01-28
KK39313,1,14,3,42,"0,05",3,"0,21428571428571427",45,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,35,"2,5","0,4","17,389","782,505",2,2022-02-01
KK39313,1,14,3,42,"0,05",3,"0,21428571428571427",45,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,35,"2,5","0,4","17,389","782,505",2,2022-02-04
KK40157,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,KLT Pequena,150,"10,714285714285714","0,09333333333333334","0,0","0,7",5,2022-01-28
KK40157,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,KLT Pequena,150,"10,714285714285714","0,09333333333333334","0,0","0,7",5,2022-02-10
KK41112,6,84,5,420,"0,05",21,"1,5",441,2,PV,C82MS080PA,Montagem PV,KLT Pequena,150,"1,7857142857142858","0,56","0,01","5,11",5,2022-01-19
KK41112,6,84,5,420,"0,05",21,"1,5",441,2,PV,C82MS080PA,Montagem PV,KLT Pequena,150,"1,7857142857142858","0,56","0,01","5,11",5,2022-02-07
KK41112,6,84,5,420,"0,05",21,"1,5",441,2,PV,C82MS080PA,Montagem PV,KLT Pequena,150,"1,7857142857142858","0,56","0,01","5,11",5,2022-02-16
KK41560,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA090PA,Montagem PV,KLT Grande,13,"0,9285714285714286","1,0769230769230769","0,0","3,7",6,2022-03-08
KK41560,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA090PA,Montagem PV,KLT Grande,13,"0,9285714285714286","1,0769230769230769","0,0","3,7",6,2022-01-18
KK45797,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA080PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,3888888888888889","0,0","0,0",6,2022-01-21
KK45981,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS005PA,Montagem PV,Bandejão,60,"1,0714285714285714","0,9333333333333333","0,0","0,0",6,2022-01-31
KK45981,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS005PA,Montagem PV,Bandejão,60,"1,0714285714285714","0,9333333333333333","0,0","0,0",6,2022-02-16
KK45981,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS005PA,Montagem PV,Bandejão,60,"1,0714285714285714","0,9333333333333333","0,0","0,0",6,2022-04-29
KK47064,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5900PA,Solda PV,Bandejão,40,"2,857142857142857","0,35","0,0","0,0",2,2022-02-16
KK47065,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,Container Grande,74,"5,285714285714286","0,1891891891891892","1,32","190,32",5,2022-01-05
KK47594,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS010PA,Montagem PV,KLT Pequena,20,"1,4285714285714286","0,7","0,0","0,7",6,2022-05-04
KK47730,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA080PA,Montagem PV,KLT Média,20,"1,4285714285714286","0,7","0,0","1,6",6,2022-01-25
KK47730,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA080PA,Montagem PV,KLT Média,20,"1,4285714285714286","0,7","0,0","1,6",6,2022-05-02
KK47900,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA080PA,Montagem PV,Bandejão,20,"1,4285714285714286","0,7","0,0","0,0",6,2022-02-17
KK47998,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5900PA,Solda PV,Embalagem Especial,20,"1,4285714285714286","0,7","0,0","0,0",2,2022-01-03
KK47998,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5900PA,Solda PV,Embalagem Especial,20,"1,4285714285714286","0,7","0,0","0,0",2,2022-01-25
KK48548,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5000PA,Solda PV,Bandejão,100,"7,142857142857143","0,14","0,0","0,0",2,2022-02-22
KK49491,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL110PA,Montagem PV,KLT Pequena,30,"1,0714285714285714","0,9333333333333333","0,0","0,7",6,2022-05-06
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-01-31
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-12
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-16
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-18
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-22
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-22
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-01-03
KK49959,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-01-06
KK51243,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,RIP_PIN_01,Montagem PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","0,0","0,0",6,2022-01-14
KK53088,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82PA100PA,Montagem PV,Bandejão,85,"1,5178571428571428","0,6588235294117647","1,519","460,25699999999995",6,2022-02-18
KK53392,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Container Médio,100,"3,5714285714285716","0,28","2,578","264,59799999999996",2,2022-01-18
KK53410,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,50,"3,5714285714285716","0,28","25,324","1164,904",2,2022-01-25
KK53410,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,50,"3,5714285714285716","0,28","25,324","1164,904",2,2022-01-22
KK53794,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS030PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,3888888888888889","0,634","48,184",6,2022-02-21
KK54577,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Container Grande,100,"3,5714285714285716","0,28","16,442","1566,222",2,2022-01-11
KK54579,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5100PA,Solda PV,Container Médio,800,"28,571428571428573","0,035","0,241","44,701",1,2022-04-29
KK54581,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5100PA,Solda PV,Container Médio,400,"14,285714285714286","0,07","0,241","44,701",1,2022-05-04
KK54581,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5100PA,Solda PV,Container Médio,400,"14,285714285714286","0,07","0,241","44,701",1,2022-02-23
KK54718,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,40,"1,4285714285714286","0,7","21,558","1961,778",2,2022-04-28
KK54718,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,40,"1,4285714285714286","0,7","21,558","1961,778",2,2022-04-28
KK54718,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,40,"1,4285714285714286","0,7","21,558","1961,778",2,2022-02-12
KK54718,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,40,"1,4285714285714286","0,7","21,558","1961,778",2,2022-04-29
KK54718,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,40,"1,4285714285714286","0,7","21,558","1961,778",2,2022-04-30
KK54718,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,40,"1,4285714285714286","0,7","21,558","1961,778",2,2022-05-03
KK55676,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,11,"0,7857142857142857","1,2727272727272727","5,75","437,0",6,2022-01-05
KK55676,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,11,"0,7857142857142857","1,2727272727272727","5,75","437,0",6,2022-03-10
KK55676,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,11,"0,7857142857142857","1,2727272727272727","5,75","437,0",6,2022-02-24
KK55676,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,11,"0,7857142857142857","1,2727272727272727","5,75","437,0",6,2021-08-12
KK55690,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA030PA,Montagem PV,Container Grande,28,"2,0","0,5","4,526","413,976",6,2022-02-25
KK55690,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA030PA,Montagem PV,Container Grande,28,"2,0","0,5","4,526","413,976",6,2022-03-08
KK55690,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA030PA,Montagem PV,Container Grande,28,"2,0","0,5","4,526","413,976",6,2022-01-11
KK55690,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA030PA,Montagem PV,Container Grande,28,"2,0","0,5","4,526","413,976",6,2022-02-12
KK55747,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,20,"1,4285714285714286","0,7","1,114","84,664",6,2022-01-17
KK55894,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS030PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,3888888888888889","0,657","49,932",6,2022-02-14
KK57944,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82MS080PA,Montagem PV,Bandejão,20,"0,7142857142857143","1,4","2,091","317,83200000000005",6,2022-02-21
KK57944,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82MS080PA,Montagem PV,Bandejão,20,"0,7142857142857143","1,4","2,091","317,83200000000005",6,2022-02-17
KK57944,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82MS080PA,Montagem PV,Bandejão,20,"0,7142857142857143","1,4","2,091","317,83200000000005",6,2022-02-22
KK57944,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82MS080PA,Montagem PV,Bandejão,20,"0,7142857142857143","1,4","2,091","317,83200000000005",6,2022-01-04
KK57945,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82MS080PA,Montagem PV,Container Médio,20,"0,7142857142857143","1,4","2,091","337,377",6,2022-01-26
KK57945,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82MS080PA,Montagem PV,Container Médio,20,"0,7142857142857143","1,4","2,091","337,377",6,2022-01-07
KK57945,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82MS080PA,Montagem PV,Container Médio,20,"0,7142857142857143","1,4","2,091","337,377",6,2022-01-13
KK57945,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82MS080PA,Montagem PV,Container Médio,20,"0,7142857142857143","1,4","2,091","337,377",6,2022-03-14
KK57945,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82MS080PA,Montagem PV,Container Médio,20,"0,7142857142857143","1,4","2,091","337,377",6,2022-03-30
KK58201,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82FL230PA,Montagem PV,KLT Média,21,"1,5","0,6666666666666666","0,626","49,176",6,2022-03-09
KK58201,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82FL230PA,Montagem PV,KLT Média,21,"1,5","0,6666666666666666","0,626","49,176",6,2022-01-03
KK58793,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82MS080PA,Montagem PV,Bandejão,25,"0,8928571428571429","1,12","2,585","392,92",5,2022-02-14
KK59867,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,18,"1,2857142857142858","0,7777777777777778","7,758","589,608",6,2022-02-01
KK59867,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA020PA,Montagem PV,Bandejão,18,"1,2857142857142858","0,7777777777777778","7,758","589,608",6,2022-01-14
KK61979,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C53R0100PA,Robô Solda,Container Médio,90,"3,2142857142857144","0,3111111111111111","1,5","121,5",1,2022-01-07
KK61979,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C53R0100PA,Robô Solda,Container Médio,90,"3,2142857142857144","0,3111111111111111","1,5","121,5",1,2022-01-08
KK61979,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C53R0100PA,Robô Solda,Container Médio,90,"3,2142857142857144","0,3111111111111111","1,5","121,5",1,2022-01-18
KK62057,3,42,2,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Pequena,50,"1,1904761904761905","0,84","0,307","28,637",1,2022-02-25
KK62057,3,42,2,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Pequena,50,"1,1904761904761905","0,84","0,307","28,637",1,2022-01-25
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-05-02
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-05-03
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-05-04
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-05-04
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-05-06
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-04-29
KK62059,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5600PA,Solda PV,KLT Grande,10,"0,35714285714285715","2,8","1,094","103,254",2,2022-04-28
KK63143,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Container Médio,90,"6,428571428571429","0,15555555555555556","1,613","80,003",1,2022-03-04
KK63143,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Container Médio,90,"6,428571428571429","0,15555555555555556","1,613","80,003",1,2022-03-31
KK65614,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5700PA,Solda PV,KLT Média,17,"1,2142857142857142","0,8235294117647058","0,657","21,967000000000002",1,2022-04-28
KK65614,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5700PA,Solda PV,KLT Média,17,"1,2142857142857142","0,8235294117647058","0,657","21,967000000000002",1,2022-02-18
KK67294,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5100PA,Solda PV,Container Médio,30,"2,142857142857143","0,4666666666666667","13,043","434,33299999999997",1,2022-01-21
KK75917,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,24,"1,7142857142857142","0,5833333333333334","8,871","674,196",6,2022-02-08
KK76165,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,42,"1,5","0,6666666666666666","15,44","1405,04",2,2022-02-01
KK76165,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,42,"1,5","0,6666666666666666","15,44","1405,04",2,2022-01-13
KK76165,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,42,"1,5","0,6666666666666666","15,44","1405,04",2,2022-01-10
KK76165,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,42,"1,5","0,6666666666666666","15,44","1405,04",2,2022-02-18
KK76165,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,42,"1,5","0,6666666666666666","15,44","1405,04",2,2022-04-27
KK76165,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,42,"1,5","0,6666666666666666","15,44","1405,04",2,2022-04-28
KK76173,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5100PA,Solda PV,Bandejão,38,"2,7142857142857144","0,3684210526315789","5,838","268,548",2,2022-05-02
KK76704,2,28,2,56,"0,05",3,"0,21428571428571427",118,2,PV,,Solda PV,,0,"0,0","0,0","1,676","197,768",1,2022-05-04
KK77566,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,28,"1,0","1,0","28,827","2623,257",2,2022-05-03
KK77566,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,Embalagem Especial,28,"1,0","1,0","28,827","2623,257",2,2022-01-05
KK77849,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5600PA,Solda PV,Bandejão,54,"3,857142857142857","0,25925925925925924","2,772","127,51199999999999",2,2022-01-03
KK81343,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS050PA,Montagem PV,KLT Pequena,38,"2,7142857142857144","0,3684210526315789","0,4","31,1",6,2022-01-18
KK85102,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5800PA,Solda PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,238","10,948",2,2022-05-05
KK85102,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5800PA,Solda PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,238","10,948",2,2022-01-06
KK88149,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5800PA,Solda PV,KLT Pequena,60,"4,285714285714286","0,23333333333333334","0,179","6,249",1,2022-04-29
KK88219,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5800PA,Solda PV,Bandejão,30,"2,142857142857143","0,4666666666666667","1,427","65,642",2,2022-01-10
KK88414,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5800PA,Solda PV,Bandejão,50,"3,5714285714285716","0,28","1,255","38,904999999999994",1,2022-01-19
N205341,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5600PA,Solda PV,KLT Média,60,"4,285714285714286","0,23333333333333334","0,076","5,096",2,2022-02-21
N206020,6,84,5,420,"0,08",34,"2,4285714285714284",454,2,PV,C82MS080PA,Montagem PV,Bandejão,160,"1,9047619047619047","0,525","0,499","226,546",7,2022-02-14
N206020,6,84,5,420,"0,08",34,"2,4285714285714284",454,2,PV,C82MS080PA,Montagem PV,Bandejão,160,"1,9047619047619047","0,525","0,499","226,546",7,2022-03-18
N206020,6,84,5,420,"0,08",34,"2,4285714285714284",454,2,PV,C82MS080PA,Montagem PV,Bandejão,160,"1,9047619047619047","0,525","0,499","226,546",7,2022-01-12
N206020,6,84,5,420,"0,08",34,"2,4285714285714284",454,2,PV,C82MS080PA,Montagem PV,Bandejão,160,"1,9047619047619047","0,525","0,499","226,546",7,2022-01-28
N206020,6,84,5,420,"0,08",34,"2,4285714285714284",454,2,PV,C82MS080PA,Montagem PV,Bandejão,160,"1,9047619047619047","0,525","0,499","226,546",7,2022-01-28
N206020,6,84,5,420,"0,08",34,"2,4285714285714284",454,2,PV,C82MS080PA,Montagem PV,Bandejão,160,"1,9047619047619047","0,525","0,499","226,546",7,2022-01-12
N206028,4,56,3,168,"0,08",14,"1,0",182,2,PV,C52S5000PA,Solda PV,KLT Média,52,"0,9285714285714286","1,0769230769230769","0,21","39,82",2,2022-01-28
N206028,4,56,3,168,"0,08",14,"1,0",182,2,PV,C52S5000PA,Solda PV,KLT Média,52,"0,9285714285714286","1,0769230769230769","0,21","39,82",2,2022-02-03
N206230,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S7100PA,Solda PV,Embalagem Especial,45,"3,2142857142857144","0,3111111111111111","20,81","645,11",1,2022-02-04
N206256,4,56,2,112,"0,08",9,"0,6428571428571429",121,2,PV,C52S5400PA,Solda PV,Bandejão,66,"1,1785714285714286","0,8484848484848485","4,59","555,39",1,2022-02-14
N206602,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5400PA,Solda PV,Bandejão,80,"2,857142857142857","0,35","1,1","67,10000000000001",1,2022-04-28
N207135,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5100PA,Solda PV,Container Médio,200,"7,142857142857143","0,14","1,55","124,55",1,2022-05-05
N207135,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5100PA,Solda PV,Container Médio,200,"7,142857142857143","0,14","1,55","124,55",1,2022-05-05
N207135,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5100PA,Solda PV,Container Médio,200,"7,142857142857143","0,14","1,55","124,55",1,2022-04-27
N302138,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82FL210PA,Montagem PV,KLT Média,60,"1,0714285714285714","0,9333333333333333","0,212","65,836",7,2022-02-25
N302138,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82FL210PA,Montagem PV,KLT Média,60,"1,0714285714285714","0,9333333333333333","0,212","65,836",7,2022-01-03
N303914,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA080PA,Montagem PV,KLT Pequena,30,"2,142857142857143","0,4666666666666667","0,136","11,036",6,2022-02-08
N303934,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82FL220PA,Montagem PV,KLT Pequena,40,"2,857142857142857","0,35","0,182","14,531999999999998",6,2022-02-17
N305336,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5200PA,Solda PV,KLT Pequena,100,"7,142857142857143","0,14","0,13","6,680000000000001",2,2022-01-24
N305370,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","1,21","37,51",1,2022-01-13
N305372,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","1,07","33,17",1,2022-01-24
N305372,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","1,07","33,17",1,2022-03-17
N305373,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","1,0","31,0",1,2022-02-11
